instances,Frac_Neg_Body,Frac_Pos_Body,Frac_Unary_Rules,Frac_Binary_Rules,Frac_Ternary_Rules,Frac_Integrity_Rules,Tight,Problem_Variables,Free_Problem_Variables,Assigned_Problem_Variables,Constraints,Constraints/Vars,Created_Bodies,Program_Atoms,SCCS,Nodes_in_Positive_BADG,Rules,Normal_Rules,Cardinality_Rules,Choice_Rules,Weight_Rules,Frac_Normal_Rules,Frac_Cardinality_Rules,Frac_Choice_Rules,Frac_Weight_Rules,Equivalences,Atom-Atom_Equivalences,Body-Body_Equivalences,Other_Equivalences,Frac_Atom-Atom_Equivalences,Frac_Body-Body_Equivalences,Frac_Other_Equivalences,Binary_Constraints,Ternary_Constraints,Other_Constraints,Frac_Binary_Constraints,Frac_Ternary_Constraints,Frac_Other_Constraints
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_21_C18_ce.asp.ground,0.2815,0.6752,0.0261,0.2884,0.6371,0.0109,1.0,0.0,0.0,0.0,0.0,0.0,234885.0,218303.0,0.0,0.0,483329.0,445495.0,35326.0,2508.0,0.0,0.9217,0.0731,0.0052,0.0,268148.0,66089.0,38268.0,163791.0,0.2465,0.1427,0.6108,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_21_C19_ce.asp.ground,0.2815,0.6752,0.0261,0.2884,0.6371,0.0109,1.0,0.0,0.0,0.0,0.0,0.0,234885.0,218303.0,0.0,0.0,483329.0,445495.0,35326.0,2508.0,0.0,0.9217,0.0731,0.0052,0.0,268148.0,66089.0,38268.0,163791.0,0.2465,0.1427,0.6108,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_21_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_21_C20_ce.asp.ground,0.2419,0.7211,0.0222,0.2971,0.6348,0.0094,1.0,37644.0,33241.0,4403.0,96059.0,2.5518,275127.0,231303.0,0.0,0.0,592011.0,550877.0,38494.0,2640.0,0.0,0.9305,0.065,0.0045,0.0,522200.0,90815.0,55226.0,376159.0,0.1739,0.1058,0.7203,62452.0,20246.0,13361.0,0.6501,0.2108,0.1391
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_21_C21_ce.asp.ground,0.2422,0.721,0.0222,0.2975,0.6344,0.0094,1.0,37643.0,33240.0,4403.0,96055.0,2.5517,274935.0,231047.0,0.0,0.0,591755.0,550749.0,38366.0,2640.0,0.0,0.9307,0.0648,0.0045,0.0,521112.0,90559.0,55036.0,375517.0,0.1738,0.1056,0.7206,62449.0,20246.0,13360.0,0.6501,0.2108,0.1391
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_21_C22_ce.asp.ground,0.2844,0.6705,0.0269,0.2848,0.6415,0.011,1.0,38371.0,33966.0,4405.0,98639.0,2.5707,245695.0,231063.0,0.0,0.0,503225.0,462767.0,37818.0,2640.0,0.0,0.9196,0.0752,0.0052,0.0,523881.0,89404.0,54177.0,380300.0,0.1707,0.1034,0.7259,64309.0,21324.0,13006.0,0.652,0.2162,0.1319
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_21_C23_ce.asp.ground,0.2844,0.6705,0.0269,0.2848,0.6415,0.011,1.0,38371.0,34022.0,4349.0,98695.0,2.5721,245695.0,231063.0,0.0,0.0,503225.0,462767.0,37818.0,2640.0,0.0,0.9196,0.0752,0.0052,0.0,523881.0,89404.0,54177.0,380300.0,0.1707,0.1034,0.7259,64365.0,21324.0,13006.0,0.6522,0.2161,0.1318
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_21_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_21_C3_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_21_C4_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_21_C5_ce.asp.ground,0.2818,0.6747,0.0261,0.2883,0.6367,0.0108,1.0,0.0,0.0,0.0,0.0,0.0,236408.0,220063.0,0.0,0.0,486150.0,447788.0,35854.0,2508.0,0.0,0.9211,0.0738,0.0052,0.0,438019.0,85656.0,52195.0,300168.0,0.1956,0.1192,0.6853,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_21_C6_ce.asp.ground,0.2823,0.6743,0.0261,0.2894,0.636,0.0108,1.0,0.0,0.0,0.0,0.0,0.0,235616.0,219066.0,0.0,0.0,484821.0,446987.0,35326.0,2508.0,0.0,0.922,0.0729,0.0052,0.0,435906.0,85130.0,51933.0,298843.0,0.1953,0.1191,0.6856,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_21_C7_ce.asp.ground,0.2817,0.6747,0.0261,0.2885,0.637,0.0108,1.0,35025.0,30831.0,4194.0,90242.0,2.5765,236210.0,219663.0,0.0,0.0,485880.0,447914.0,35458.0,2508.0,0.0,0.9219,0.073,0.0052,0.0,491707.0,85509.0,52212.0,353986.0,0.1739,0.1062,0.7199,59050.0,19250.0,11942.0,0.6544,0.2133,0.1323
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_21_C8_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_21_C9_ce.asp.ground,0.2824,0.6743,0.0261,0.2891,0.6358,0.0108,1.0,35029.0,30830.0,4199.0,90255.0,2.5766,237097.0,220684.0,0.0,0.0,487718.0,449486.0,35724.0,2508.0,0.0,0.9216,0.0732,0.0051,0.0,493288.0,85845.0,52294.0,355149.0,0.174,0.106,0.72,59061.0,19250.0,11944.0,0.6544,0.2133,0.1323
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C10_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C11_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C12_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C13_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C14_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C15_ce.asp.ground,0.275,0.6852,0.0229,0.2895,0.6318,0.0095,1.0,0.0,0.0,0.0,0.0,0.0,310945.0,279754.0,0.0,0.0,640424.0,591098.0,46422.0,2904.0,0.0,0.923,0.0725,0.0045,0.0,338175.0,82228.0,47624.0,208323.0,0.2432,0.1408,0.616,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C16_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C17_ce.asp.ground,0.275,0.6852,0.0229,0.2895,0.6318,0.0095,1.0,0.0,0.0,0.0,0.0,0.0,310945.0,279754.0,0.0,0.0,640424.0,591098.0,46422.0,2904.0,0.0,0.923,0.0725,0.0045,0.0,338175.0,82228.0,47624.0,208323.0,0.2432,0.1408,0.616,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C18_ce.asp.ground,0.275,0.6852,0.0229,0.2895,0.6318,0.0095,1.0,0.0,0.0,0.0,0.0,0.0,310945.0,279754.0,0.0,0.0,640424.0,591098.0,46422.0,2904.0,0.0,0.923,0.0725,0.0045,0.0,338175.0,82228.0,47624.0,208323.0,0.2432,0.1408,0.616,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C19_ce.asp.ground,0.275,0.6852,0.0229,0.2895,0.6318,0.0095,1.0,0.0,0.0,0.0,0.0,0.0,310945.0,279754.0,0.0,0.0,640424.0,591098.0,46422.0,2904.0,0.0,0.923,0.0725,0.0045,0.0,338175.0,82228.0,47624.0,208323.0,0.2432,0.1408,0.616,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C20_ce.asp.ground,0.2407,0.7174,0.0202,0.2917,0.6281,0.0091,1.0,46339.0,40660.0,5679.0,119420.0,2.5771,358889.0,301437.0,0.0,0.0,764200.0,710108.0,50790.0,3302.0,0.0,0.9292,0.0665,0.0043,0.0,737311.0,118510.0,72419.0,546382.0,0.1607,0.0982,0.741,78122.0,25020.0,16278.0,0.6542,0.2095,0.1363
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C21_ce.asp.ground,0.241,0.7173,0.0202,0.292,0.6278,0.0091,1.0,46338.0,40659.0,5679.0,119416.0,2.5771,358697.0,301181.0,0.0,0.0,763944.0,709980.0,50662.0,3302.0,0.0,0.9294,0.0663,0.0043,0.0,736223.0,118254.0,72229.0,545740.0,0.1606,0.0981,0.7413,78119.0,25020.0,16277.0,0.6542,0.2095,0.1363
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C22_ce.asp.ground,0.2774,0.6813,0.0236,0.2867,0.6353,0.0097,1.0,45203.0,39926.0,5277.0,117444.0,2.5981,321755.0,292514.0,0.0,0.0,660320.0,608370.0,48914.0,3036.0,0.0,0.9213,0.0741,0.0046,0.0,714683.0,113290.0,68814.0,532579.0,0.1585,0.0963,0.7452,76881.0,25240.0,15323.0,0.6546,0.2149,0.1305
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C23_ce.asp.ground,0.2774,0.6813,0.0236,0.2867,0.6353,0.0097,1.0,45203.0,39982.0,5221.0,117500.0,2.5994,321755.0,292514.0,0.0,0.0,660320.0,608370.0,48914.0,3036.0,0.0,0.9213,0.0741,0.0046,0.0,714683.0,113290.0,68814.0,532579.0,0.1585,0.0963,0.7452,76937.0,25240.0,15323.0,0.6548,0.2148,0.1304
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C3_ce.asp.ground,0.275,0.6852,0.0229,0.2895,0.6318,0.0095,1.0,0.0,0.0,0.0,0.0,0.0,310945.0,279754.0,0.0,0.0,640424.0,591098.0,46422.0,2904.0,0.0,0.923,0.0725,0.0045,0.0,338175.0,82228.0,47624.0,208323.0,0.2432,0.1408,0.616,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C4_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C5_ce.asp.ground,0.2762,0.6862,0.0215,0.2875,0.6288,0.0084,1.0,42738.0,37719.0,5019.0,111990.0,2.6204,355251.0,316440.0,0.0,0.0,727194.0,669812.0,54478.0,2904.0,0.0,0.9211,0.0749,0.004,0.0,733473.0,121950.0,73274.0,538249.0,0.1663,0.0999,0.7338,73686.0,23479.0,14825.0,0.658,0.2097,0.1324
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C6_ce.asp.ground,0.2752,0.6848,0.0229,0.2896,0.6318,0.0095,1.0,41854.0,36786.0,5068.0,109046.0,2.6054,312269.0,281114.0,0.0,0.0,642973.0,593515.0,46554.0,2904.0,0.0,0.9231,0.0724,0.0045,0.0,676976.0,109272.0,66731.0,500973.0,0.1614,0.0986,0.74,71624.0,23163.0,14259.0,0.6568,0.2124,0.1308
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C7_ce.asp.ground,0.2752,0.6848,0.0229,0.2896,0.6318,0.0095,1.0,41855.0,36787.0,5068.0,109050.0,2.6054,312269.0,281114.0,0.0,0.0,642973.0,593515.0,46554.0,2904.0,0.0,0.9231,0.0724,0.0045,0.0,677500.0,109402.0,66861.0,501237.0,0.1615,0.0987,0.7398,71627.0,23163.0,14260.0,0.6568,0.2124,0.1308
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C8_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_22_C9_ce.asp.ground,0.2758,0.6844,0.0229,0.2901,0.6308,0.0095,1.0,41853.0,36784.0,5069.0,109042.0,2.6054,313157.0,282135.0,0.0,0.0,644813.0,595089.0,46820.0,2904.0,0.0,0.9229,0.0726,0.0045,0.0,679002.0,109724.0,66927.0,502351.0,0.1616,0.0986,0.7398,71622.0,23161.0,14259.0,0.6568,0.2124,0.1308
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_23_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0054,1.0,0.0,0.0,0.0,0.0,0.0,1.0,370.0,0.0,0.0,371.0,371.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_24_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_24_C2_ce.asp.ground,0.2986,0.678,0.0178,0.2977,0.5888,0.0051,1.0,10191.0,8579.0,1612.0,28215.0,2.7686,136715.0,121256.0,0.0,0.0,272738.0,249346.0,22732.0,660.0,0.0,0.9142,0.0833,0.0024,0.0,229737.0,45522.0,25472.0,158743.0,0.1981,0.1109,0.691,19032.0,5760.0,3423.0,0.6745,0.2041,0.1213
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_25_C1_ce.asp.ground,0.299,0.6774,0.0178,0.298,0.5894,0.0051,1.0,10258.0,8705.0,1553.0,28415.0,2.77,137972.0,122613.0,0.0,0.0,275158.0,251636.0,22862.0,660.0,0.0,0.9145,0.0831,0.0024,0.0,233353.0,46215.0,26065.0,161073.0,0.198,0.1117,0.6903,19165.0,5825.0,3425.0,0.6745,0.205,0.1205
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_26_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_26_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0046,1.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,0.0,434.0,434.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_27_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0054,1.0,0.0,0.0,0.0,0.0,0.0,1.0,370.0,0.0,0.0,371.0,371.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_27_C2_ce.asp.ground,0.329,0.6427,0.0226,0.3086,0.5736,0.0094,1.0,8345.0,6799.0,1546.0,21970.0,2.6327,88982.0,85311.0,0.0,0.0,174762.0,159168.0,14802.0,792.0,0.0,0.9108,0.0847,0.0045,0.0,159145.0,32717.0,18774.0,107654.0,0.2056,0.118,0.6765,14827.0,4286.0,2857.0,0.6749,0.1951,0.13
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_27_C3_ce.asp.ground,0.329,0.6427,0.0226,0.3086,0.5736,0.0094,1.0,8345.0,6799.0,1546.0,21970.0,2.6327,88982.0,85311.0,0.0,0.0,174762.0,159168.0,14802.0,792.0,0.0,0.9108,0.0847,0.0045,0.0,159145.0,32717.0,18774.0,107654.0,0.2056,0.118,0.6765,14827.0,4286.0,2857.0,0.6749,0.1951,0.13
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_2_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0052,1.0,0.0,0.0,0.0,0.0,0.0,1.0,382.0,0.0,0.0,383.0,383.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_2_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0052,1.0,0.0,0.0,0.0,0.0,0.0,1.0,382.0,0.0,0.0,383.0,383.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_3_C10_ce.asp.ground,0.298,0.6796,0.0195,0.3074,0.5806,0.005,1.0,6223.0,5237.0,986.0,17159.0,2.7574,86760.0,77712.0,0.0,0.0,174936.0,160274.0,14248.0,414.0,0.0,0.9162,0.0814,0.0024,0.0,137437.0,29297.0,16249.0,91891.0,0.2132,0.1182,0.6686,11568.0,3438.0,2153.0,0.6742,0.2004,0.1255
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_3_C11_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0045,1.0,0.0,0.0,0.0,0.0,0.0,1.0,445.0,0.0,0.0,446.0,446.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_3_C12_ce.asp.ground,0.298,0.6796,0.0195,0.3074,0.5806,0.005,1.0,6230.0,5244.0,986.0,17176.0,2.757,86759.0,77709.0,0.0,0.0,174934.0,160274.0,14246.0,414.0,0.0,0.9162,0.0814,0.0024,0.0,137468.0,29294.0,16245.0,91929.0,0.2131,0.1182,0.6687,11578.0,3443.0,2155.0,0.6741,0.2005,0.1255
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_3_C13_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0045,1.0,0.0,0.0,0.0,0.0,0.0,1.0,445.0,0.0,0.0,446.0,446.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_3_C14_ce.asp.ground,0.298,0.6796,0.0195,0.3074,0.5806,0.005,1.0,6229.0,5243.0,986.0,17173.0,2.7569,86760.0,77709.0,0.0,0.0,174936.0,160276.0,14246.0,414.0,0.0,0.9162,0.0814,0.0024,0.0,137447.0,29293.0,16245.0,91909.0,0.2131,0.1182,0.6687,11576.0,3442.0,2155.0,0.6741,0.2004,0.1255
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_3_C15_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0045,1.0,0.0,0.0,0.0,0.0,0.0,1.0,445.0,0.0,0.0,446.0,446.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_3_C16_ce.asp.ground,0.2972,0.6804,0.0192,0.3072,0.5823,0.005,1.0,5838.0,4853.0,985.0,16262.0,2.7855,85656.0,76309.0,0.0,0.0,172769.0,158519.0,13836.0,414.0,0.0,0.9175,0.0801,0.0024,0.0,133525.0,28899.0,16216.0,88410.0,0.2164,0.1214,0.6621,11055.0,3182.0,2025.0,0.6798,0.1957,0.1245
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_3_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0045,1.0,0.0,0.0,0.0,0.0,0.0,1.0,445.0,0.0,0.0,446.0,446.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_3_C2_ce.asp.ground,0.3203,0.656,0.0204,0.3034,0.5773,0.0055,1.0,0.0,0.0,0.0,0.0,0.0,79786.0,74396.0,0.0,0.0,156934.0,142824.0,13696.0,414.0,0.0,0.9101,0.0873,0.0026,0.0,77560.0,17841.0,10388.0,49331.0,0.23,0.1339,0.636,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_3_C3_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0045,1.0,0.0,0.0,0.0,0.0,0.0,1.0,445.0,0.0,0.0,446.0,446.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_3_C4_ce.asp.ground,0.2977,0.6795,0.0192,0.3075,0.5808,0.005,1.0,6230.0,5244.0,986.0,17176.0,2.757,86759.0,77574.0,0.0,0.0,174864.0,160202.0,14248.0,414.0,0.0,0.9162,0.0815,0.0024,0.0,137336.0,29224.0,16243.0,91869.0,0.2128,0.1183,0.6689,11578.0,3443.0,2155.0,0.6741,0.2005,0.1255
instances/asp/data/riposte/sparkskein/ce/procedure_get_64_lsb_first_3_C5_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0045,1.0,0.0,0.0,0.0,0.0,0.0,1.0,445.0,0.0,0.0,446.0,446.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
